n,x,y
6488,410656,4554026
6489,419168,4558325
6490,412249,4552391
6491,413517,4552380
6492,412257,4553196
6493,413472,4553182
6494,416704,4486186
6495,413863,4552370
6496,422108,4550663
6497,423185,4554690
6498,413868,4552536
6499,414008,4552936
6500,414132,4553016
6501,413873,4553177
6502,415463,4551554
6503,413397,4568063
6504,413884,4553983
6505,407734.05536,4554864.92999
6506,406634,4554879
6507,409902.74702,4554835.84007
6508,410667,4554829
6509,411471,4554822
6510,405764,4554894
6511,423126,4551150
6512,410690,4556434
6513,412298,4556432
6514,416627,4486508
6515,413488,4554798
6516,416643,4485873
6517,418895,4541908
6518,422482,4553482
6519,416599,4488629
6520,413890,4554791
6521,413289.82129,4571701.78262
6522,413899,4555602
6523,408288,4554862
6524,412789,4556422
6525,416732,4488623
6526,413353,4556419
6527,413909,4556408
6528,413916,4556985
6529,416678,4488939
6530,416636,4488309
6531,414478,4558100
6532,417929.33457,4555382.01099
6533,417212,4490587
6534,415478,4557695
6535,422485,4555014
6536,421344,4553897
6537,417355,4490588
6538,417270,4490905
6539,423112,4554434
6540,423420,4554187
6541,418663,4555429
6542,423103,4554519
6543,423172,4554557
6544,423399,4554175
6545,420890.46079,4554079.27751
6546,423262,4554276
6547,418225,4565095
6548,417986.80353,4565124.02437
6549,418644,4554718
6550,405806.69074,4557560.74283
6551,405838,4559220
6552,419581,4554191
6553,417294,4490260
6554,420414,4557133
6555,419278.41062,4541716.47162
6556,406641.24637,4557551.62201
6557,424519,4483674
6558,405856,4560361
6559,418689,4555744
6560,408340,4560508
6561,418704,4555978
6562,422462.37553,4557265.46445
6563,419179,4554613
6564,409136,4560501
6565,419902,4554095
6566,415021,4572636
6567,414983,4573059
6568,412184,4568087
6569,421154,4556534
6570,410194,4557480
6571,412198,4568925
6572,411538,4559816
6573,411523,4558852
6574,410706,4557250
6575,419112.04348,4541634.36836
6576,410717.2223,4558856.15847
6577,418779,4559416
6578,410721,4558987
6579,413970,4560438
6580,410745,4560466
6581,411360,4560461
6582,412102,4560451
6583,412310.1585,4557231.39017
6584,414282,4557209
6585,412610.39288,4557228.3575
6586,418283.19629,4572233.56068
6587,413249,4557224
6588,418125,4569994
6589,412831.58861,4557221.52233
6590,413726,4557222
6591,418143,4570516
6592,413918,4557216
6593,412722,4558092
6594,414112,4557214
6595,411532.86006,4571897.00054
6596,414319,4557210
6597,413172,4558041
6598,418265.0602,4571501.56404
6599,416670,4481461
6600,413928,4557845
6601,413931,4558036
6602,413947,4558485
6603,415458,4551238
6604,412327.91047,4558843.19658
6605,417233,4491849
6606,412733,4558838
6607,414190,4558035
6608,415649,4550945
6609,413191,4558831
6610,413953,4558832
6611,413963,4559445
6612,413965,4559635
6613,413973,4560083
6614,413988,4560887
6615,417503.89866,4558172.31415
6616,414421,4558203
6617,416159.51219,4560936.36018
6618,414599,4558317
6619,417487,4557559
6620,424428,4536985
6621,417361,4491846
6622,415208,4558617
6623,418747,4557632
6624,415373,4558698
6625,417292,4492155
6626,415822,4558906
6627,414115,4567234
6628,420161,4568761
6629,414384,4558829
6630,414859.15168,4559629.586
6631,417509.61662,4558372.44265
6632,415562,4560696
6633,416753,4562279
6634,416827,4561866
6635,415257.95709,4559549.95713
6636,416989,4559481
6637,416346,4568461
6638,422384.88833,4553828.79777
6639,416480,4559458
6640,416481,4559215
6641,419069,4557924
6642,416321.5607,4568944.41371
6643,416497.59535,4559767.48351
6644,418751,4558131
6645,412738.97437,4560442.48125
6646,420385,4559134
6647,420382,4558985
6648,413848.19507,4551489.09991
6649,420937.4318,4559118.74648
6650,417551,4558773
6651,418568,4558413
6652,417562,4559119
6653,420398,4559493
6654,415660.12754,4565165.29904
6655,414341,4558233
6656,418514,4558752
6657,419211,4558263
6658,418527,4559350
6659,424530,4484524
6660,417621,4559311
6661,417475,4565503
6662,418241,4559552
6663,421037,4549886
6664,418540,4559721
6665,417554,4559599
6666,417553,4560177
6667,414359,4558409
6668,417874,4560590
6669,417864,4560830
6670,418018,4560761
6671,418101,4560863
6672,415887,4550794
6673,418451,4560370
6674,418557,4560362
6675,416800,4564280
6676,419379,4500685
6677,418787,4559849
6678,418795.13115,4560359.34461
6679,419297,4560352
6680,419677,4560152
6681,420035.62135,4560059.1617
6682,420062.64162,4560030.6367
6683,420412,4559877
6684,420438,4560596
6685,414291.27728,4576474.40706
6686,412093,4545966
6687,408369.16288,4562138.90736
6688,408394.72232,4563756.52215
6689,414427,4558438
6690,420527,4572066
6691,419873.56762,4559344.09717
6692,409199,4563737
6693,410853.38893,4570490.82425
6694,410886,4568610
6695,410778,4562084
6696,410813,4563712
6697,423351,4554334
6698,410816,4564190
6699,412381.28189,4562058.41065
6700,412416,4563676
6701,410978.51258,4576628.92661
6702,413684.61844,4562009.82379
6703,414159,4557023
6704,412355,4560766
6705,419560,4500680
6706,413986.921,4561253.31682
6707,410702.26167,4571936.38939
6708,413994.46791,4562064.50521
6709,413229,4563664
6710,414024.70817,4563650.3046
6711,414248,4557031
6712,414036,4564168
6713,420957,4546119
6714,415619,4561987
6715,410721.97392,4573184.83202
6716,415624,4562523
6717,418246.06485,4504366.57141
6718,415635,4563088
6719,415078,4562965
6720,415619,4563611
6721,414476,4559136
6722,415707,4563554
6723,410796,4563279
6724,415796,4563656
6725,417783.92471,4503923.6871
6726,416123,4564009
6727,416558,4563996
6728,417440.13854,4504388.7737
6729,412395,4562524
6730,414045.74874,4564650.19702
6731,414562,4564663
6732,415006,4564631
6733,412795.20018,4561223.75123
6734,415301,4564662
6735,424529,4484867
6736,414237,4553082
6737,416101.15731,4481538.00689
6738,414975.09609,4483791.1064
6739,415452,4558734
6740,417369,4563976
6741,408287,4556153
6742,427271,4525612
6743,417877,4561181
6744,417903,4562109
6745,418110,4561182
6746,418114,4561403
6747,418133,4562102
6748,424924,4533826
6749,418350,4561175
6750,418347,4561394
6751,418369,4562228
6752,416324.62257,4560823.66579
6753,418560,4560602
6754,418577,4561168
6755,425044,4533839
6756,413420,4505994
6757,418587,4561458
6758,418613,4562088
6759,418820,4561162
6760,419097,4561152
6761,410833.80282,4564935.68872
6762,412420,4564073
6763,419079,4562307
6764,419323,4561147
6765,415569,4559517
6766,419753,4561136
6767,415603,4571308
6768,409705,4573222
6769,409688,4571958
6770,419770,4561818
6771,418670,4507253
6772,414792,4563633
6773,414995,4558521
6774,422003,4556282
6775,420212,4561134
6776,420450,4561117
6777,417914,4562565
6778,419436,4548346
6779,418456.61878,4565098.69119
6780,420470,4561804
6781,418229,4565300
6782,420482,4562261
6783,420679,4561109
6784,427594,4526272
6785,426636.61916,4524335.62897
6786,427760.7327,4526809.3739
6787,416420,4562019
6788,415877,4562005
6789,417282,4491538
6790,417238,4493462
6791,417382,4493462
6792,417321,4493782
6793,417300,4493144
6794,417350,4497479
6795,416817,4562062
6796,417262.4057,4562113.68492
6797,417494,4497479
6798,417906,4562333
6799,417392.25012,4562191.57418
6800,417415.75253,4562169.54067
6801,417922,4562797
6802,416342,4561960
6803,417931,4563033
6804,417936,4563264
6805,417941,4563489
6806,421046,4567958
6807,417950,4563732
6808,418139,4562331
6809,418145,4562558
6810,418154,4562756
6811,418161,4563025
6812,416139,4561186
6813,410555.94068,4547023.03554
6814,418173,4563488
6815,416376,4552096
6816,418185,4563731
6817,416175,4545912
6818,418377,4562318
6819,418382,4562552
6820,425660,4534571
6821,418387,4562782
6822,418396,4563017
6823,418400,4563249
6824,418407,4563481
6825,425693,4536560
6826,418417,4563719
6827,425662,4533822
6828,418618,4562317
6829,414936,4557813
6830,418618,4562544
6831,407906,4566642
6832,418622,4562779
6833,418631,4563010
6834,418637,4563244
6835,425879,4532855
6836,418642,4563473
6837,419635,4565219
6838,418651,4563717
6839,426907.49009,4524821.8645
6840,424021,4528089
6841,422451.1209,4525248.90528
6842,419199,4562989
6843,421631,4522766
6844,415712,4557286
6845,420924,4519519
6846,421407,4508747
6847,425474.64536,4491763.19787
6848,419557.89571,4562522.73018
6849,424539,4485719
6850,424551,4486268
6851,415662,4557123
6852,415844,4556769
6853,416125,4564744
6854,419568.02974,4562978.76139
6855,425430,4530024
6856,416199.93648,4556660.07928
6857,423648.18274,4526290.47288
6858,419203,4563462
6859,419584.91978,4563448.30464
6860,420026,4562503
6861,420489,4562490
6862,420495,4562728
6863,420038,4562970
6864,418180,4560374
6865,420500,4562957
6866,409204,4564217
6867,409985,4563727
6868,420052,4563439
6869,416724.33453,4556121.50831
6870,420512,4563424
6871,420027,4565402
6872,424232.70578,4504379.32987
6873,420639.80961,4562491.02044
6874,420716.62183,4562491.02044
6875,420950,4562707
6876,421442,4562697
6877,420958,4562945
6878,421447,4562925
6879,421419,4563030
6880,418387.13057,4568819.98485
6881,420975,4563406
6882,411197,4499163
6883,421434,4563398
6884,421440,4563625
6885,417957,4564037
6886,418206,4564589
6887,413824.15368,4489057.82039
6888,417964,4564428
6889,417977.59147,4564656.51214
6890,417115,4564937
6891,417981,4564879
6892,415653,4564706
6893,415670,4565569
6894,416134,4565529
6895,418003.03079,4565514.97533
6896,408589.16416,4508018.33653
6897,418191,4563954
6898,418191,4564187
6899,418312,4564411
6900,418210.19608,4564651.9061
6901,418196,4564420
6902,409395.72291,4506421.51316
6903,418217.10513,4564879.90468
6904,409493.4876,4505614.95441
6905,418425,4563946
6906,408559,4505347
6907,418428,4564177
6908,415423,4565618
6909,418430,4564414
6910,409185.87843,4572415.43818
6911,412788,4553189
6912,418449.70974,4564872.99563
6913,416249.5417,4556482.91777
6914,418659,4563940
6915,408571,4506093
6916,418667,4564166
6917,418672,4564405
6918,409134.54444,4570995.19781
6919,418235.80177,4565501.28292
6920,418686,4564867
6921,408449,4570989
6922,420475,4566269
6923,417968,4564190
6924,409550,4573883
6925,410133,4574730
6926,418674,4564636
6927,418705.3445,4565600.74867
6928,418442.80069,4564644.99706
6929,409346,4504008
6930,407721.00813,4503210.1669
6931,408614,4501389
6932,411077,4506408
6933,419219,4563926
6934,418468.13386,4565499.41597
6935,412222,4506398
6936,412436,4506469
6937,413222,4506461
6938,419229,4564384
6939,423890,4507895
6940,424172,4500892
6941,418700.73847,4565487.90089
6942,420621.72182,4569052.25565
6943,419159,4564858
6944,419587,4563915
6945,419597,4564150
6946,424227,4497028
6947,419605,4564379
6948,404339,4509778
6949,414785,4507182
6950,415205,4570986
6951,419620,4564842
6952,423768,4507991
6953,423893,4507920
6954,420526,4563892
6955,420066,4563901
6956,415471,4507305
6957,415008,4506951
6958,420079,4564365
6959,420535,4564353
6960,420545.19265,4564580.75654
6961,412522,4497967
6962,420092,4564825
6963,420321,4564820
6964,420129,4565500
6965,419742,4565618
6966,420158,4565648
6967,420557.06219,4564816.16906
6968,413579,4569136
6969,420104,4566302
6970,420001,4566631
6971,418780,4568412
6972,408428,4565365
6973,409220,4565349
6974,420757,4565680
6975,412470.9832,4498528.32301
6976,420008,4566774
6977,408449,4566634
6978,408496,4568633
6979,410837.25313,4565325.57387
6980,423708,4507900
6981,410003,4566447
6982,412456,4565291
6983,413982,4569081
6984,412277,4566431
6985,414095,4569060
6986,414353,4568950
6987,415490,4568907
6988,412494,4568080
6989,415527,4570182
6990,410872.71195,4566433.83433
6991,414064,4565145
6992,412744.44579,4498811.48285
6993,414087,4566435
6994,414014,4568531
6995,414678,4566417
6996,414805,4566419
6997,414937,4566415
6998,415064,4566405
6999,415420,4566401
7000,415476,4567866
7001,421306,4572323
7002,418255.36236,4566340.43208
7003,420138,4513241
7004,416547,4512948
7005,418027,4566329
7006,414092.9038,4576402.1714
7007,418494.00152,4566336.51997
7008,417349,4513159
7009,418051,4567165
7010,418069,4567670
7011,418722,4566335
7012,418809,4481330
7013,418726,4566787
7014,417648,4512883
7015,418742,4567154
7016,418754,4567643
7017,419790.91778,4513804.53066
7018,419631,4567132
7019,422660,4512954
7020,420045,4567121
7021,420789.45046,4566041.45105
7022,420561,4566578
7023,421080,4565888
7024,416966,4573910
7025,422185.00268,4565463.2937
7026,421095,4566481
7027,421088,4566751
7028,408412,4564356
7029,420559,4566764
7030,422741,4512795
7031,416068,4574301
7032,420575,4567107
7033,420584,4567396
7034,421041,4567385
7035,420589,4567571
7036,421043,4567462
7037,419616,4481319
7038,418085,4568005
7039,408026.20663,4563759.90303
7040,422766,4512325
7041,418764,4567981
7042,409536,4573639
7043,418793,4568807
7044,418819,4569753
7045,417313.13496,4481344.2021
7046,419903.74767,4567953.38442
7047,420314,4567941
7048,420595,4567938
7049,420603,4568254
7050,407897,4560522
7051,419658,4568782
7052,419666,4569390
7053,420335,4569601
7054,418116.51704,4569329.83643
7055,416213,4572710
7056,422800,4512360
7057,417440,4570467
7058,416426.45546,4483476.9627
7059,420614,4568726
7060,419701,4569977
7061,419461,4569968
7062,420409,4569954
7063,418826.66506,4569981.92599
7064,418860,4571292
7065,416980.98585,4482553.80487
7066,417683.1432,4570006.37026
7067,419700.17781,4571277.72359
7068,417294.54754,4574646.97108
7069,419685.65195,4570818.70628
7070,420607,4571254
7071,420775.65182,4571260.88349
7072,420623.62555,4571082.12393
7073,408518,4571985
7074,422902,4512908
7075,409521,4573218
7076,409174.47088,4571976.24739
7077,413498,4568630
7078,412251,4569602
7079,418003,4481334
7080,409214.39732,4573145.52159
7081,413890,4569098
7082,413935,4571418
7083,414128,4567983
7084,414845,4571396
7085,415576,4570990
7086,416170,4566382
7087,418878.77689,4572110.85979
7088,423830,4513545
7089,413976,4573311
7090,414970,4573316
7091,414055,4573310
7092,414176,4573308
7093,410166,4575801
7094,410175,4576620
7095,415817,4573305
7096,416023.97756,4573028.12349
7097,422384,4526300
7098,418888.43884,4572576.69032
7099,418907.5016,4573162.87011
7100,413714,4574249
7101,421634,4524579
7102,419781.32513,4572091.23917
7103,419784.38844,4573143.80735
7104,413415,4575820
7105,420688.31858,4573209.94821
7106,421164,4573147
7107,417239.11318,4570889.30534
7108,421610.01165,4573094.38983
7109,418923,4573903
7110,418925,4573944
7111,419543,4574441
7112,417505,4480757
7113,419097,4574450
7114,420710,4574400
7115,410077,4570755
7116,414811.07362,4483730.92407
7117,419846.26331,4558711.89729
7118,416993,4574726
7119,418650,4574057
7120,418218,4573555
7121,416991,4574572
7122,416756,4574772
7123,424880.56541,4534900.68635
7124,414117.001,4576357.68426
7125,421391.27,4574526.77099
7126,417490,4480736
7127,421164,4574489
7128,424208,4498399
7129,416080,4574967
7130,413220.14424,4576549.98197
7131,420986,4563872
7132,413193,4483775
7133,413284.37799,4486580.90731
7134,421450,4563857
7135,414015,4563288
7136,421452,4564093
7137,412415,4563329
7138,420996,4564336
7139,421460,4564323
7140,421030,4564572
7141,417919.27469,4574485.03232
7142,421467,4564559
7143,424345,4530430
7144,418822,4561382
7145,418831.62378,4561668.09392
7146,418845.13582,4562073.45499
7147,418855.26985,4562303.1596
7148,418862.02586,4562536.24222
7149,408384.57968,4563104.01274
7150,418872.15989,4563005.78547
7151,424868,4533835
7152,418882,4563469
7153,407659,4571006
7154,424873,4535273
7155,416395.10837,4567968.99677
7156,410646,4573934
7157,407390,4570776
7158,411171,4563698
7159,410298,4573612
7160,424850.54254,4534902.83084
7161,413569,4561933
7162,413481,4566505
7163,405989,4570838
7164,412490,4485921
7165,408000.27806,4549244.51096
7166,405980,4570042
7167,407938.41301,4554864.92999
7168,414131.09956,4498328.24435
7169,424539,4486990
7170,409648.55204,4570964.44861
7171,411683,4563685
7172,411523,4574393
7173,412665,4566429
7174,405949.94886,4566941.55417
7175,406636,4566681
7176,407104,4566665
7177,409230,4566456
7178,412472,4498320
7179,408437,4565803
7180,416086,4570998
7181,410919.53934,4498367.13172
7182,413131.79309,4562042.49072
7183,409162.18158,4562120.1773
7184,406062,4560536
7185,409116,4558875
7186,408298.16693,4558351.6692
7187,409104,4558345
7188,405829.4928,4558390.73805
7189,409944,4560481
7190,405792.57218,4556734.07305
7191,408288.09471,4557517.96058
7192,411889.82996,4571724.09324
7193,415116,4574530
7194,413466,4575862
7195,413984,4573907
7196,415287.24179,4575508.78782
7197,416028.88271,4573302.81209
7198,417301.99093000003,4574902.5276
7199,417835.43415,4574890.12194
7200,418572,4574514
7201,419400,4508659
7202,424411,4487697
7203,422818,4512945
7204,417456,4480671
7205,417136,4480917
7206,417155,4480942
7207,422832,4513106
7208,416540.66288,4482012.57086
7209,416631,4481375
7210,423429,4493179
7211,416337,4481506
7212,415792,4481950
7213,416209,4481861
7214,415078.71311,4482775.68246
7215,415124.86612,4482787.87382
7216,415011.66062,4482725.17538
7217,412542.16115,4483012.32561
7218,414929,4485309
7219,407748.81422,4504921.33396
7220,414813.07531,4482964.39469
7221,414529.54428,4482939.33118
7222,414382.29613,4482662.06603
7223,415000,4484761
7224,414941,4485160
7225,414810,4485170
7226,414825,4485492
7227,414785,4485517
7228,414905,4485831
7229,414903,4485508
7230,414792,4485823
7231,414791,4486073
7232,414913,4486073
7233,414869.8445,4486417.80247
7234,414757,4486395
7235,414888.71193,4486326.36799
7236,414719,4486952
7237,414679,4486959
7238,409971.44834,4505612.23873
